CALL_SIGN,AGENT_NAME,VESSEL_NAME,VESSEL_MAX_DRAFT,WEATHER_IMPACT_PCT,CONGESTION_IMPACT_PCT,EFFECTIVENESS_SCORE,RELIABILITY_SCORE,WORK_ENV_SCORE,BERTH
ML17550,OOCL HONG KONG BRANCH,OOCL SAN FRANCISCO,10.3,0.21,0.27,0.799,0.715,0.317,CMTY
HE17551,INCHCAPE SHIPPING SERVICES (HK) LTD,SHOKAI ,6.9,0.18,0.31,0.588,0.234,0.66,SWLA
SL17552,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC6
DK17553,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,KC6
WR17554,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,CMTY
PI17555,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC3
OC17556,CGW LOGISTICS CO LIMITED,CHUNRONG 803,5.0,0.28,0.24,0.415,0.963,0.32,KC
WS17557,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,CMTY
VX17558,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC
YZ17559,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC14
OY17560,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC3
BU17561,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,KC12
AY17562,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,CSWFM
RG17563,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC12
ZF17564,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,SELA
LC17565,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC13
DY17566,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC4
JY17567,YANG MING LINE (HONG KONG) LTD,YM HARMONY,8.5,0.3,0.18,0.456,0.55,0.91,KC14
FX17568,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,CMTY
KM17569,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC8
YM17570,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,KC4
FZ17571,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,SELA
XR17572,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,KC
CE17573,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC5
JF17574,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC19
KV17575,CMA CGM (HONG KONG) LIMITED,CMA CGM BUZIOS,11.1,0.21,0.33,0.748,0.429,0.612,SELA
ZI17576,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,KC5
MO17577,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,KC11
ZJ17578,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE PARANA,14.6,0.22,0.26,0.64,0.584,0.637,CMTY
EL17579,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC14
XO17580,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,KC9
HP17581,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,SELA
SE17582,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC2
PB17583,PENAVICO (HONG KONG) LIMITED,HUMBOLDT EXPRESS,14.0,0.2,0.28,1.0,0.482,0.977,KC12
WH17584,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC2
BV17585,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,KC19
LH17586,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC19
BL17587,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,WA3
RV17588,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,CMTY
KN17589,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,KC12
YX17590,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,KC11
TM17591,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC2
NX17592,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,CMTY
BV17593,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC3
QW17594,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,KC2
XP17595,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,SWLA
VC17596,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC10
FN17597,PENAVICO (HONG KONG) LIMITED,ZHONG GU DONG HAI,6.6,0.36,0.18,1.0,0.482,0.977,KC5
ZE17598,CGW LOGISTICS CO LIMITED,CHUNRONG 803,5.0,0.28,0.24,0.415,0.963,0.32,SLA
OT17599,CMA CGM (HONG KONG) LIMITED,CMA CGM DIGNITY,13.3,0.24,0.24,0.748,0.429,0.612,SLA
MT17600,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC16
PG17601,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,KC2
LV17602,KMTC (HK) CO LIMITED,KMTC NAGOYA,9.4,0.16,0.36,0.607,0.554,0.216,CMTY
WO17603,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,SWLA
WW17604,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC13
ER17605,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC12
IA17606,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE AMAZON,13.2,0.24,0.25,0.64,0.584,0.637,KC13
FT17607,REGIONAL CONTAINER LINES (HK) LTD,URU BHUM,10.0,0.25,0.26,0.865,0.488,0.416,KC5
YA17608,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC6
UP17609,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC11
SL17610,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC7
RZ17611,VEROSA AGENCY LIMITED,APOLLO FIRST,8.31,0.11,0.45,0.677,0.604,0.279,KC7
LS17612,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC
KY17613,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,KC8
GK17614,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,SELA
UD17615,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC5
UJ17616,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,SLA
AO17617,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,SWLA
CV17618,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC12
EQ17619,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,CMTY
IE17620,EVERGREEN MARINE (HONG KONG) LTD,EVER ORDER,11.6,0.17,0.31,1.0,0.772,0.44,SWLA
ZR17621,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,CMTY
RA17622,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,KC14
IZ17623,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,SWLA
YR17624,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,KC4
KD17625,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,KC8
BQ17626,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,SELA
YB17627,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC19
OI17628,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC19
KL17629,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,SHELL
PB17630,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC4
PU17631,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,KC2
GL17632,KMTC (HK) CO LIMITED,KMTC SINGAPORE,9.4,0.23,0.25,0.607,0.554,0.216,KC
PH17633,"UNITRANS AGENCY HONG KONG CO., LIMITED",WOORI SUN,5.9,0.15,0.4,0.355,0.813,0.562,KC10
OA17634,T.S. LINES LIMITED,TS PUSAN,7.4,0.1,0.45,0.83,0.515,0.531,KC9
EX17635,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,SLA
AI17636,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,SWLA
AP17637,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,SELA
SR17638,KMTC (HK) CO LIMITED,KMTC COLOMBO,12.5,0.24,0.26,0.607,0.554,0.216,KC2
OZ17639,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC2
PR17640,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,CMTY
NH17641,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC2
DW17642,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,KC8
IT17643,CGW LOGISTICS CO LIMITED,HUI FENG HAI 17,7.1,0.32,0.16,0.415,0.963,0.32,KC10
NQ17644,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,KC8
QH17645,PENAVICO (HONG KONG) LIMITED,MAERSK QINZHOU,9.7,0.28,0.19,1.0,0.482,0.977,SELA
LO17646,VEROSA AGENCY LIMITED,APOLLO FIRST,8.31,0.11,0.45,0.677,0.604,0.279,WA3
LV17647,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC5
XS17648,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,SWLA
LJ17649,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,CMTY
EX17650,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,SHELL
KK17651,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,TMECO
FT17652,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,KC2
RA17653,OOCL HONG KONG BRANCH,OOCL BAUHINIA,11.5,0.0,0.0,0.799,0.715,0.317,CMTY
QH17654,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,KC14
UZ17655,HARBOUR-LINK LINES LIMITED ,HARBOUR HORIZON,8.0,0.18,0.35,0.556,0.357,0.268,KC9
BQ17656,KMTC (HK) CO LIMITED,KMTC TIANJIN,11.1,0.22,0.26,0.607,0.554,0.216,KC12
ZM17657,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FU LIAN,6.4,0.26,0.22,0.497,0.636,0.593,CMTY
NJ17658,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,KC3
DQ17659,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,XIN QING DAO,11.0,0.18,0.37,0.497,0.636,0.593,KC2
XN17660,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC12
SE17661,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,SLA
VI17662,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC
OM17663,CMA CGM ASIA SHIPPING PTE. LTD.,CNC PUMA,9.02,0.17,0.32,0.714,0.643,0.881,KC8
TU17664,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,SELA
NR17665,HYALINE SHIPPING (HK) CO LTD,WAN HAI 326,9.7,0.16,0.31,0.518,0.722,0.829,CMTY
AQ17666,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,SLA
RU17667,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,GSL AFRICA,10.7,0.27,0.22,0.379,0.546,0.695,SHELL
JS17668,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,KC8
WR17669,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,SHELL
WT17670,SINOTRANS (HK) SHIPPING LTD,NICOLAI MAERSK,9.7,0.19,0.33,0.763,0.851,0.366,KC4
KS17671,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC
IL17672,GULF AGENCY CO (HK) LTD,SILVER JOAN,9.5,0.25,0.24,0.317,0.411,1.0,SWLA
AR17673,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC7
EX17674,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,TMECO
ET17675,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,FOREVER GLORY,11.9,0.2,0.32,0.742,0.833,0.443,KC2
WG17676,T.S. LINES LIMITED,TS SURABAYA,7.7,0.28,0.16,0.83,0.515,0.531,KC5
EN17677,BRIGHT CAPITAL SHIPPING CO LIMITED,LIAN YUN 9,6.2,0.23,0.27,0.853,0.588,0.635,SLA
LK17678,GULF AGENCY CO (HK) LTD,SILVER JOAN,9.5,0.25,0.24,0.317,0.411,1.0,KC13
DV17679,SINOTRANS (HK) SHIPPING LTD,AVIOS,9.3,0.14,0.35,0.763,0.851,0.366,SELA
PE17680,OOCL HONG KONG BRANCH,OOCL SAN FRANCISCO,10.3,0.21,0.27,0.799,0.715,0.317,CMTY
GY17681,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC13
RT17682,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC10
WU17683,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,CSWFM
VF17684,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,SHELL
YO17685,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC12
XO17686,YANG MING LINE (HONG KONG) LTD,YM IMMENSE,8.4,0.24,0.26,0.456,0.55,0.91,CSWFM
CK17687,TEXCO MARINE AGENCY LIMITED,DE LONG,7.5,0.2,0.31,0.769,0.651,0.704,KC16
GR17688,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,KC13
XE17689,WALLEM SHIPPING (HK) LTD,SEACON OSLO,13.9,0.14,0.34,0.993,0.722,0.758,KC14
TS17690,T.S. LINES LIMITED,TS GUANGZHOU,8.8,0.0,0.0,0.83,0.515,0.531,TMECO
YE17691,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,CSCL ASIA,9.8,0.15,0.37,0.497,0.636,0.593,SHELL
YK17692,CONCORD MARINE LIMITED,HONG DA XIN 758,7.0,0.0,0.0,1.0,0.721,0.614,KC11
ZE17693,T.S. LINES LIMITED,TS GUANGZHOU,8.8,0.0,0.0,0.83,0.515,0.531,KC3
YF17694,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,KC13
SI17695,GULF AGENCY CO (HK) LTD,GREEN POWER,7.0,0.26,0.21,0.317,0.411,1.0,KC4
PR17696,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC10
CW17697,SGS HONG KONG LIMITED,GUANG MAO,7.1,0.23,0.25,0.653,0.836,0.681,KC6
YC17698,CGW LOGISTICS CO LIMITED,CHUNRONG 803,5.0,0.28,0.24,0.415,0.963,0.32,KC13
SJ17699,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC8
AQ17700,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,KC14
NY17701,OCEAN NETWORK EXPRESS (EAST ASIA) LIMITED,ONE PARANA,14.6,0.22,0.26,0.64,0.584,0.637,KC16
YO17702,S5 ASIA LIMITED,HONG JING,6.0,0.0,0.0,0.672,0.573,0.516,KC4
AI17703,CGW LOGISTICS CO LIMITED,SEA MAPLE,7.5,0.17,0.37,0.415,0.963,0.32,CSWFM
MR17704,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,CMTY
VF17705,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,KC14
FQ17706,EVERGREEN MARINE (HONG KONG) LTD,EVER FUTURE,12.7,0.17,0.31,1.0,0.772,0.44,KC10
DR17707,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,COSCO SHIPPING LOTUS,13.8,0.23,0.27,0.497,0.636,0.593,CSWFM
NP17708,CGW LOGISTICS CO LIMITED,YUEHAI STAR,6.3,0.3,0.12,0.415,0.963,0.32,KC
YC17709,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,KC7
MM17710,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,ZIM THAILAND,14.1,0.23,0.24,0.379,0.546,0.695,KC10
BN17711,OOCL HONG KONG BRANCH,MANET,10.5,0.26,0.2,0.799,0.715,0.317,KC6
SP17712,CMA CGM (HONG KONG) LIMITED,ANL WAIKATO ,10.7,0.23,0.27,0.748,0.429,0.612,KC7
GA17713,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,KC5
VF17714,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,WA3
HI17715,COSCO SHIPPING CONTAINER LINE AGENCIES LIMITED,FENGYUNHE,7.6,0.2,0.32,0.497,0.636,0.593,KC3
LI17716,HYALINE SHIPPING (HK) CO LTD,WAN HAI 293,9.7,0.0,0.0,0.518,0.722,0.829,SELA
IC17717,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,KC9
SJ17718,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,CSWFM
XV17719,HYALINE SHIPPING (HK) CO LTD,WAN HAI 178,8.5,0.0,0.0,0.518,0.722,0.829,KC9
MV17720,HMM (HONG KONG) LIMITED,HYUNDAI FAITH,11.5,0.3,0.15,0.809,0.845,0.585,SELA
NG17721,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,CMTY
LW17722,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,TMECO
BY17723,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,KC5
GW17724,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC13
SQ17725,HYALINE SHIPPING (HK) CO LTD,WAN HAI 353,10.6,0.29,0.15,0.518,0.722,0.829,KC6
CY17726,P. M. S. HONG KONG LIMITED,HONG RUN 6,7.1,0.22,0.3,0.697,0.946,0.356,KC10
UA17727,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC7
JL17728,EVERGREEN MARINE (HONG KONG) LTD,UNI-PREMIER,8.8,0.24,0.26,1.0,0.772,0.44,SLA
QY17729,"UNITRANS AGENCY HONG KONG CO., LIMITED",MEGALOHARI,6.72,0.22,0.29,0.355,0.813,0.562,WA3
DP17730,CONCORD MARINE LIMITED,CHANG SHENG JI 7,7.0,0.27,0.21,1.0,0.721,0.614,CMTY
MB17731,WELLS MARINE AGENCIES,MARATHASSA,14.4,0.13,0.32,0.58,0.606,0.29,SLA
TD17732,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC11
MH17733,OCEAN BASE CO LTD,SUNFLYTE,9.0,0.21,0.26,0.58,0.668,0.62,KC2
DV17734,EVERGREEN MARINE (HONG KONG) LTD,GREEN CLARITY,9.0,0.0,0.0,1.0,0.772,0.44,KC9
NW17735,SGS HONG KONG LIMITED,HOLLY DEVELOPER,5.8,0.18,0.33,0.653,0.836,0.681,KC14
JE17736,YANG MING LINE (HONG KONG) LTD,HORAI BRIDGE,8.2,0.21,0.31,0.456,0.55,0.91,KC12
DI17737,EVERGREEN MARINE (HONG KONG) LTD,EVER ORIGIN,9.1,0.19,0.32,1.0,0.772,0.44,KC16
VV17738,ZIM INTEGRATED SHIPPING AGENCIES (HK) LIMITED,GSL AFRICA,10.7,0.27,0.22,0.379,0.546,0.695,KC9
LB17739,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,WA3
IU17740,WALLEM SHIPPING (HK) LTD,LAUTOKA CHIEF,10.0,0.19,0.35,0.993,0.722,0.758,SWLA
NU17741,NS UNITED SHIPPING (HK) CO LIMITED,WIND ARROW,5.88,0.23,0.24,0.606,0.716,0.652,KC14
LL17742,SINOTRANS (HK) SHIPPING LTD,AS COLUMBIA,7.5,0.22,0.28,0.763,0.851,0.366,KC11
HE17743,T.S. LINES LIMITED,TS OSAKA,7.6,0.13,0.41,0.83,0.515,0.531,KC
MI17744,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,KC
IT17745,SGS HONG KONG LIMITED,HUI YUAN,7.3,0.24,0.25,0.653,0.836,0.681,KC8
RO17746,INCHCAPE SHIPPING SERVICES (HK) LTD,DAPENG PRINCESS,7.5,0.23,0.27,0.588,0.234,0.66,KC11
IP17747,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,KC8
ZU17748,KMTC (HK) CO LIMITED,KMTC XIAMEN,10.0,0.24,0.26,0.607,0.554,0.216,KC9
IS17749,GULF AGENCY CO (HK) LTD,SILVER JOAN,9.5,0.25,0.24,0.317,0.411,1.0,KC16
PE17750,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,KC5
DY17751,MARITIME TRANSPORT AGENCY (HONG KONG) LIMITED,KONG QUE LAN,5.6,0.26,0.24,0.742,0.833,0.443,KC16
XZ17752,SINOTRANS (HK) SHIPPING LTD,DONGJIN VOYAGER,9.9,0.29,0.21,0.763,0.851,0.366,KC13
VL17753,HYALINE SHIPPING (HK) CO LTD,WAN HAI 325,11.1,0.22,0.29,0.518,0.722,0.829,WA3
ID17754,KMTC (HK) CO LIMITED,KMTC GWANGYANG,9.4,0.3,0.17,0.607,0.554,0.216,SLA
WW17755,GULF AGENCY CO (HK) LTD,BERGE HENG SHAN,8.67,0.23,0.28,0.317,0.411,1.0,KC2
BU17756,HMM (HONG KONG) LIMITED,HYUNDAI PREMIUM,12.1,0.13,0.4,0.809,0.845,0.585,CMTY
JF17757,EVERGREEN MARINE (HONG KONG) LTD,SEASPAN YINGKOU,9.2,0.22,0.29,1.0,0.772,0.44,KC16
QG17758,SINOTRANS (HK) SHIPPING LTD,HAI SU 6,7.1,0.15,0.47,0.763,0.851,0.366,KC19
YD17759,GULF AGENCY CO (HK) LTD,SILVER JOAN,9.5,0.25,0.24,0.317,0.411,1.0,KC6
WW17760,SINOTRANS (HK) SHIPPING LTD,MAERSK NINGBO,10.3,0.17,0.38,0.763,0.851,0.366,KC5
VU17761,SHK AGENCY LIMITED,OCEANIC STAR,9.0,0.23,0.24,0.347,0.603,0.659,SHELL
WB17762,YANG MING LINE (HONG KONG) LTD,YM IMMENSE,8.4,0.24,0.26,0.456,0.55,0.91,KC9
AI17763,SGS HONG KONG LIMITED,OCEAN DUKE,8.6,0.23,0.25,0.653,0.836,0.681,CMTY
AF17764,CONCORD MARINE LIMITED,HONG DA XIN 758,7.0,0.0,0.0,1.0,0.721,0.614,KC16
QO17765,CGW LOGISTICS CO LIMITED,TONGYUN12,6.5,0.11,0.34,0.415,0.963,0.32,SWLA
EC17766,"UNITRANS AGENCY HONG KONG CO., LIMITED",DS EXPRESS 178,6.9,0.26,0.2,0.355,0.813,0.562,KC8
HW17767,EVERGREEN MARINE (HONG KONG) LTD,MTT PELEPAS,8.5,0.19,0.34,1.0,0.772,0.44,KC12
NJ17768,KMTC (HK) CO LIMITED,KMTC BANGKOK,10.25,0.18,0.31,0.607,0.554,0.216,KC11
